X,Y,osm_id,amenity,addr:housenumber,name,brand,operator,shop,addr:housename,layer,sport,historic,building,website,cuisine,payment:mastercard,payment:american_express,capacity,addr:city,payment:cash,addr:postcode,description,outdoor_seating,opening_hours,payment:visa,delivery,phone,payment:debit_cards,takeaway,smoking,payment:credit_cards,email,addr:street,brand:wikidata,brand:wikipedia,llbo,addr:province,addr:country,contact:facebook,wheelchair:description,wheelchair,microbrewery,diet:vegan,diet:gluten_free,addr:unit,name:en,internet_access,diet:halal,Payments,year,name:ko,level,alt_name,internet_access:fee,drink,indoor_seating,name_1,catering,old_name,cuisine_1,cuisine_2,hst_number,payment:interac,payment:discover_card,facebook,name:ru,air_conditioning,diet,diet:vegetarian,addr:hamlet,short_name,dine_in,opendata:type,official_name,type,toilets:wheelchair,payment:bitcoin,diet:pescetarian,diet:meat,bar,stars,reservation,unit,addr:building,source_1,drive_through,gst_number,capacity:indoors,capacity:outdoors,not:name,addr:place,owner,stars:system,name:vi,stars:date,payment:coins,payment:coinkite,name:fr,url,fax,opening_hours:url,entrance,est_date,name:zh,max_occupancy,addr:subdistrict,toilets,toilets:access,wikipedia,wikidata,atm,vacant,floor,brewery,building:levels,wikipedia:en,start_date,store_ref,opening_hours:delivery,parking,store_name,opening_hours:signed,seating,barbecue,halal,int_name,designation,contact:yellowpages,payment:notes,contact:yelp,nudism
-79.666726,43.4469312,2012643606,restaurant,266,Borgo Antico Cucci Bar,,,,,,,,,http://borgoantico.ca/,italian,,,,Oakville,,,,,,,,+1-905-845-6565,,,,,,Lakeshore Road East,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6668495,43.4477299,1978695320,restaurant,111,The Yellow Chilli - TYC,,,,,,,,,https://tyctoronto.ca,indian,,,,Oakville,,,,,,,,+1-416-481-9397,,,,,,Trafalgar Road,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6661279,43.4479624,2022459193,restaurant,305,Corks Restaurant,,,,,,,,,https://www.corksrestaurant.ca/,"spanish;portuguese",,,,Oakville,,,,,,,,+1-905-337-3777,,,,,,Lakeshore Road East,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6653185,43.4486809,2022459184,restaurant,337,Sunnyside Grill,,,,,,,,,https://www.sunnysidegrill.com/,,,,,Oakville,,,,,,,,,,,,,,Lakeshore Road East,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6846411,43.4650217,520000497,restaurant,275,Moods Eatry & Cafe,,,,,,,,,http://moodscanada.com/,,,,,,,,,,,,,+1-905-339-0005,,,,,,Iroquois Shore Road,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6945137,43.470721,6425318824,restaurant,1289,Monaghan's Sports Pub & Grill,,,,,,,,,https://monaghans.ca/,,,,,Oakville,,L6H 2R9,,,,,,+1-905-842-4435,,,,,,Marlborough Ct,,,,,,,,,,,,,,,,MasterCard  Amex  Cash  Visa  Discover,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6742106,43.4625497,2497952185,restaurant,481,Harpers Landing,,,,,,,,,harperslanding.ca,,,,,Oakville,,,,,,,,,,,,,,Cornwall Road,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.651585,43.4898828,872289288,restaurant,2308,Sunlight Grill,,,,,,,,,,,,,,Oakville,,,,,,,,,,,,,,Royal Windsor Drive,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7786196,43.5836062,7403546517,restaurant,3221,Osmow's,,,,,,,,,,,,,,Mississauga,,L5N 7L7,,,,,,,,,,,,Derry Road West,,,,ON,CA,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7618847,43.5827858,3410842298,restaurant,6720,Cora,Cora,,,,,,,,,breakfast,,,,Mississauga,,,,,"Mo-Sa 06:00-15:00; Su 07:00-15:00",,,,,,,,,Meadowvale Town Centre Circle,Q2996960,en:Cora (restaurant),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7588808,43.5799474,1408909023,restaurant,6570,Shoeless Joe's,,,,,,,,,,american,,,,Mississauga,,,,,,,,+1-905-821-0045,,,,,,Meadowvale Town Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7592902,43.5827888,3944582778,restaurant,6677,Symposium Cafe Restaurant & Lounge,,,,,,,,,https://symposiumcafe.com/locations/mississauga-north-restaurants,"breakfast;burger;coffee_shop;dessert;sandwich;chicken;seafood;international",yes,yes,160,Mississauga,yes,L5N 2R5,"BREAKFAST, BRUNCH, BURGERS, DESSERTS & MORE",yes,"Su-Th 08:00-24:00, Fr-Sa 08:00-01:00",yes,yes,+1-905-812-7557,yes,yes,no,yes,symposium.mississauganorth@symposiumcafe.com,Meadowvale Town Centre Circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7584296,43.5905498,7370278411,restaurant,6700,Lazros Greek Grills,,,,,,,,,lazros.com,greek,,,,Mississauga,,L5N 1V1,,,Mo-Su 11:00-21:00,,,(905) 286-9905,,,,,,Montevideo Rd,,,,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7584577,43.59065,7370278412,restaurant,6700,Karachi Kababeez,,,,,,,,,,indian,,,,Mississauga,,L5N 1V1,,,Mo-Su 12:00-22:00,,,(905) 813-9191,,,,,,Montevideo Rd,,,,Ontario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6906364,43.5135671,1853470725,restaurant,2520,Lone Star Texas Grill,,,,,,,,,https://www.lonestartexasgrill.com/,,,,,,,,,,,,,,,,,,,Hyde Park Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6895938,43.5161156,1853470727,restaurant,3047,Jack Astor's,Jack Astor's,,,,,,,,http://www.jackastors.com/,american,,,,Mississauga,,,,,,,,,,,,,,Vega Boulevard,Q6111066,en:Jack Astor's Bar and Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6888483,43.516814,1853470721,restaurant,3051,Milestones,,,,,,,,,https://www.milestonesrestaurants.com/,,,,,Mississauga,,L5L 5Y3,,,,,,,,,,,,Vega Boulevard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6855456,43.5217093,1853409358,restaurant,3105,Mandarin,,,,,,,,,http://www.mandarinbuffet.com,chinese,,,,Mississauga,,,,,,,,,,,,,,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6835154,43.5203676,1853502845,restaurant,2501,Browns Socialhouse,,,,,,,,,https://www.brownsrestaurantgroup.com/brownssocialhouse,,,,,Oakville,,,,,,,,,,,,,,Hampshire Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6822363,43.5240004,2010927688,restaurant,,Summit Garden,,,beverages,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,summit garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6791135,43.5258766,2181857863,restaurant,2575,Joummar,,,,,,,,,http://www.joummar.ca,persian,,,,,,L5K 2M6,,,Mo-Su 09:30-22:00,,,+1-905-607-0448,,,,,,Dundas Street West,,,,,,,,,,,,,Joummar Middle Eastern Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6355851,43.5063712,2688005150,restaurant,2257,Wimpy's Diner,,,,,,,,,http://wimpysdiner.ca/,,,,,Mississauga,,L5J 1K5,,,,,,+1-905-822-2260,,,,,,Royal Windsor Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6319574,43.5085526,2687983382,restaurant,950 unit B4,ChoriZo Mexican Grill,,,,,,,,,,mexican,,,,Mississauga,,,,,"Mo-Fr 11:00-20:00; Sa-Su 11:00-19:00",,,,,,,,,Southdown Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6330531,43.50873,1853687500,restaurant,2157,Ambiance of India,,,,,,,,,http://www.ambianceofindia.com,indian,,,,Mississauga,,L5J 1K5,,,,,,+1-905-822-7575,,,,,,Royal Windsor Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6311687,43.5093822,7403515166,restaurant,960,Osmow's,,,,,,,,,,,,,,Mississauga,,L5J 2Y4,,,,,,,,,,,,Southdown Road,,,,ON,CA,,,,,,,C8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6307431,43.5110366,1853687513,restaurant,2057,Casalinga Ristorante,,,,,,,,,http://www.casalingaristorante.com,italian,,,,Mississauga,,L5J 1K5,,,"Mo-Fr 11:30-22:00; Sa-Su 16:30-22:00",,,+1-905-823-2000,,,,,,Royal Windsor Drive,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6502771,43.5270716,648764270,restaurant,,Pizza Hut,Pizza Hut,,,,,,,,,pizza,,,,,,,,,,,,,,,,,,,Q191615,en:Pizza Hut,,,,,,,,,,D111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6628821,43.5391741,2186634606,restaurant,1900,The Erin Mills Pump & Patio,,,,,,,,,https://www.theerinmillspump.com/,american,,,,Mississauga,,L5K 1P9,,,"Mo-Th 11:00-01:00, Fr-Sa 11:00-02:00, Su 11:00-23:00",,,+1-905-916-7867,,,,,,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6619847,43.5394223,2187192354,restaurant,1900,Rogues Ristorante,,,,,,,,,https://www.roguesrestaurant.com/,,,,,,,,,,,,,+1-905-822-2670,,,,,,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6548867,43.5442377,3988215050,restaurant,1646,Piatto Bistro,,,,,,,,,https://www.piatto.ca/,,,,,,,,,,,,,+1-905-896-9111,,,,,,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7118356,43.5589844,6556575934,restaurant,5100,Freshii,Freshii,,,,,,,,,salad,,,,,,,,,,,,,,,,,,Erin Mills Parkway,Q5503051,en:Freshii,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7114405,43.5592488,6556429857,restaurant,5100,Turtle Jack's,,,,,,,,,,american,,,,,,,,,,,,,,,,,,Erin Mills Parkway,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.714844,43.5823294,3455030555,restaurant,168,Zad Restaurant & Cafe,,,,,,,,,,middle_eastern,,,,,,,,,,,,,,,,,,Queen Street South,,,,,,,,,,,,107,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7128933,43.5812762,416023464,restaurant,209,Goodfellas Wood Oven Pizza,,,,,,,,,www.goodfellaspizza.ca,pizza,,,,,,,,,,,,,,,,,,Queen Street South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7113762,43.5801262,529512138,restaurant,251,Osmow's,,,,,,,,,,,,,,Mississauga,,L5M 1L7,,,,,,,,,,,,Queen Street South,,,,ON,CA,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.7109612,43.5798325,529655367,restaurant,263,The Franklin House,,,,,,,,,http://www.thefranklinhouse.ca,,,,,Mississauga,,L5M 1L9,,,,,,+1-905-369-0500,,,,,,Queen Street South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6620738,43.5676569,6475634620,restaurant,2-1177,Morals Village Skewer Hot Pot Mississauga,,,,,,,,,,hotpot,,,,Mississauga,,L5C 4P3,,,,,,,,,,,,Central Parkway West,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6619517,43.5675651,6475634621,restaurant,2-1177,Dagu Rice Noodle,,,,,,,,,http://daguricenoodle.ca/,chinese,,,,Mississauga,,L5C 4P3,,,,,,905-276-6768,,,,,,Central Parkway West,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6594646,43.5670535,4799230135,restaurant,1177,Arirang,,,,,,,,,,korean,,,,,,,,no,,,,,,,no,,,Central Parkway West,,,,,,,,,,,,7,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6607352,43.5679263,7140125361,restaurant,1177,The Famous Owl of Minerva,,,,,,,,,http://www.owlfamily.ca/index.php?view=about,korean,,,,Mississauga,,L5C2T1,,,24/7,,,9052737275,,,,,,Central Parkway West,,,,ON,,,,,,,,23A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.642925,43.557857,1515921396,restaurant,1069,John Anderson Restaurant,,,,,,,,,,,,,,Mississauga,,,,,,,,,,,,,,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6428813,43.5579025,3402880003,restaurant,1067,Song's Kitchen,,,,,,,,,http://www.songskitchen.ca/,chinese,,,,Mississauga,,,,,,,yes,+1-905-848-0888,,yes,,,,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6428415,43.5579384,3402880002,restaurant,1065,Fortuna Hair Salon,,,,,,,,,,,,,,Mississauga,,,,,,,,+1-905-897-7373,,,,,,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.642795,43.5579781,3966621811,restaurant,1063,Berto's Cuisine,,,,,,,,,https://www.bertoscuisine.com/,filipino,,,,Mississauga,,,,,,,,+1-289-232-1394,,,,,,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6427165,43.5580489,3966621812,restaurant,,Biryani King,,,,1059,,,,,,indian,,,,Mississauga,,,,,,,,+1-905-277-9171,,yes,,,,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.635516,43.5642719,4209148293,restaurant,755,R.K Sweets,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,Dundas Street West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6537308,43.5767052,1407762891,restaurant,790,Red Lobster,Red Lobster,,,,,,,,,seafood,,,,Mississauga,,,,,,,,,,,,,,,Q846301,en:Red Lobster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6531186,43.5773529,7126672479,restaurant,780,Afghan Kebob Cuisine,,,,,,,,,,,,,,,,L5C 3X3,,,,,,,,,,,,Burnhamthorpe Road West,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6671844,43.5917116,1407752786,restaurant,660,Sam Woo BBQ Restaurant,,,,,,,,,,chinese,,,,Mississauga,,,,,,,,,,,,,,Eglinton Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6475761,43.5804863,1407767258,restaurant,,Saki Sushi,,,,,,,,,http://www.sakisushi.ca/,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6472462,43.5802881,1407767260,restaurant,,Pho Mi 99,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6481618,43.5899789,5126968656,restaurant,4188,Osmow's,,,,,,,,,,"mediterranean;shawarma",,,,Mississauga,,L5B 0H7,,,,,,+1-905-232-8800,,,,,,Living Arts Drive,,,,ON,CA,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.649198,43.5932628,679314623,restaurant,219,Jack Astor's,Jack Astor's,,,,,,,,,american,,,,Mississauga,,,,,,,,,,,,,,Rathburn Road West,Q6111066,en:Jack Astor's Bar and Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6486385,43.5933641,731031871,restaurant,209,Scaddabush Italian Kitchen & Bar,,,,,,,,,https://www.scaddabush.com/,italian,,,,Mississauga,,,,,,,,+1-905-281-1721,,,,,,Rathburn Road West,,,,,,,,,,,,,,,,,,,,Scaddabush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6446221,43.5934001,6551293305,restaurant,100,Moxie's,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Centre Drive,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6417223,43.5919291,6550545469,restaurant,100,Jamie's Italian,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,City Centre Drive,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6409517,43.5930061,6550190578,restaurant,100,Earl's,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Centre Drive,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6355502,43.5913733,4203487489,restaurant,265,Udupi Madras Cafe,,,,,,,,,http://www.udupimadrascafe.ca,indian,,,,Mississauga,,,,,"Mo off; Tu-Fr 11:30-15:00; Sa-Su 09:30-10:00",,,,,,,,,Enfield Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6282021,43.513114,1349670351,restaurant,1969,Ya Hala,,,,,,,,,http://yahala.ca/,arab,,,,Mississauga,,,,,,,,+1-905-855-7555,,,,,,Lakeshore Road West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6262915,43.513804,2725979040,restaurant,,Mickey's Pizza,,,,,,,,,http://feedyourdragon.com,pizza,,,,,,,,,Tu-Su 16:00-22:00,,,,,,no,,,,,,,,,,,no,no,,,8,,no,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6251251,43.5148641,2140248572,restaurant,1852,Mama Rosa Restaurant and Bar,,,,,,,,,https://www.mamarosarestaurantandbar.com/,,,,,Mississauga,,,,,,,,+1-905-855-7489,,,,,,Lakeshore Road West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6249322,43.5150403,2140248520,restaurant,1842,Pho Le,,,,,,,,,,"vietnamese;thai",,,,Mississauga,,,,,,,,,,,,,,Lakeshore Road West,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6248589,43.5152143,2140248503,restaurant,1834,Capra's Kitchen,,,,,,,,,http://www.massimocapra.com/my-restaurants/capras-kitchen,,,,,Mississauga,,L5J 1J7,,,,,,+1-905-916-1834,,,,,,Lakeshore Road West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6228934,43.5177573,2188637942,restaurant,1731,Clarkson Mediterinean Bistro,,,,,,,,,http://www.clarksonmediterraneanbistro.com/,mediterranean,,,,Mississauga,,L5J 1J4,,,,,,+1-905-916-2283,,,,,cmbistro@gmail.com,Lakeshore Road West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6225749,43.5180446,2188637936,restaurant,1715,Michael's Back Door Restaurant,,,,,,,,,https://www.michaelsbackdoor.com/,,,,,Mississauga,,,,,,,,+1-905-822-5751,,,,,,Lakeshore Road West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.6218825,43.5178167,2497612964,restaurant,1714,Mango Rain,,,,,,,,,https://www.mangorain.ca/,"indian;thai",,,,Mississauga,,L5J 1J5,,,"Mo 04:30-10:00; Tu-Fr 11:30-22:00; Sa 04:30-22:00",,,+1-905-919-1374,,,,,,Lakeshore Road West,,,,,,,,limited,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
